,core_hicp,spf_long_mean,unemployment,nairu,p_imported,brent,spr_bk_dom_ea
2001Q1,-0.0031376434646188667,,8.433333333333332,9.078784399734836,-0.039740820734341153,25.82421875,0.7414209
2001Q2,0.010229437588006318,,8.4,9.020921612877993,0.011246063877642598,27.28953125,0.6629589333333333
2001Q3,0.002705694256548874,,8.4,8.971911289307847,-0.013790035587188387,25.300461538461537,0.6727476
2001Q4,0.007972525450754553,,8.466666666666667,8.93137687064759,-0.0360847992783041,19.39546875,0.6950692333333333
2002Q1,0.003569400502960951,,8.5,8.898584353964594,0.010294805802526952,21.116031746031744,0.5895591
2002Q2,0.010063859025139177,,8.6,8.872509292448743,0.009263547938860528,25.114516129032257,0.6225037666666667
2002Q3,0.0021607778800369903,1.851190476190476,8.733333333333333,8.85187812406869,-0.019274896741624525,26.888636363636365,0.7787785333333334
2002Q4,0.0066280694749452085,1.8532608695652169,8.866666666666667,8.835246968485315,0.007019185774450154,26.7378125,0.8801981666666667
2003Q1,-0.0004363174804650205,1.9,9.066666666666668,8.821097854865274,0.0009293680297397522,31.497142857142855,0.8316378333333333
2003Q2,0.01003968253968246,1.8825,9.133333333333333,8.807932449686593,-0.039461467038068854,26.17030769230769,0.7635221666666666
2003Q3,0.0005500333948846858,1.8825,9.1,8.794405899934667,-0.0009666505558240113,28.42636363636364,0.6598699333333333
2003Q4,0.006439706286566871,1.9372093023255812,9.166666666666666,8.779376728147165,2.220446049250313e-16,29.4059375,0.6046690333333333
2004Q1,0.0005462135695055714,1.9197674418604649,9.366666666666667,8.7618944531743,-0.0033865505563619447,31.9946875,0.6279584333333333
2004Q2,0.010840319750438754,1.9127659574468083,9.333333333333334,8.741250650077857,0.03786407766990285,35.41476923076923,0.5772454333333333
2004Q3,0.0008100914246036428,1.9195652173913047,9.333333333333334,8.717114876553058,0.022450888681010417,41.387424242424245,0.5816142666666666
2004Q4,0.006359851988899212,1.892391304347826,9.366666666666667,8.689526741972157,0.005946935041170942,44.00893939393939,0.5323782
2005Q1,-0.0027576697690452345,1.8990565217391304,9.233333333333333,8.658910992242895,-0.00045475216007273556,47.87064516129032,0.5085908333333333
2005Q2,0.010024196335983504,1.8868717391304344,9.3,8.626115585725945,0.02775250227479531,51.624,0.5401205333333333
2005Q3,-0.0007224884021598266,1.9408108108108109,9.133333333333333,8.592347494745162,0.05976095617529875,61.56848484848485,0.46470340000000004
2005Q4,0.007039841698694538,1.8825581395348836,9.066666666666666,8.559234869383314,0.009607351712614953,56.853125,0.4411113
2006Q1,-0.0037409310761788994,1.8999999999999997,8.866666666666667,8.528743975872294,0.027720314439387606,61.7871875,0.37530536666666664
2006Q2,0.011720083443959917,1.9058361702127655,8.6,8.503158225317298,0.006038647342995196,69.48857142857142,0.4125152
2006Q3,-0.0007123041163680233,1.9168421052631577,8.333333333333334,8.484972230505278,0.013605442176870763,69.73215384615385,0.4533529
2006Q4,0.007990996060776467,1.9191489361702123,8.1,8.47674113033236,-0.028424792735886162,59.54761904761905,0.41541819999999996
2007Q1,-0.0009304749143962399,1.9147058823529413,7.8999999999999995,8.480925289383944,-0.002031694433157538,57.83838709677419,0.41040733333333335
2007Q2,0.012628990798345896,1.9220588235294125,7.633333333333333,8.499749609038973,0.015879478827361737,68.59451612903226,0.38588293333333334
2007Q3,-0.0009933043926128038,1.9522727272727272,7.533333333333334,8.53507591237053,0.022444889779559274,74.7511111111111,0.6264244
2007Q4,0.008101638740563466,1.9326086956521735,7.400000000000001,8.588224512279382,0.018032144257154048,88.28777777777778,0.8192726666666666
2008Q1,-0.0014611872146117477,1.9499999999999995,7.366666666666667,8.6598896325544,0.02425876010781658,96.85540983606558,1.081575
2008Q2,0.011560270715200271,1.946808510638298,7.533333333333334,8.75002285666428,0.023308270676691834,121.204375,1.0357851666666666
2008Q3,-3.616505732162434e-05,2.026530612244898,7.666666666666667,8.857767503724041,0.043717854518736,114.685,1.3677433333333333
2008Q4,0.008752260397829836,1.988888888888889,8.133333333333333,8.981506461896618,-0.05878211897219299,55.0284375,2.1948836666666667
2009Q1,-0.004517424351068278,1.9416666666666664,9.1,9.118878181321787,-0.07180254300673139,44.52213114754098,2.2850066666666664
2009Q2,0.011488871281423396,1.9334487804878044,9.6,9.266991003933967,-0.009669621273166729,58.87746031746031,1.8857236666666666
2009Q3,-0.0028841018337193436,1.98,9.866666666666667,9.422941472804258,0.014239218877135862,68.13796875,1.4799769999999999
2009Q4,0.006999000142836831,1.9187959183673464,10.133333333333333,9.584034261626295,-0.007621339751303746,74.56578125,1.2382433333333334
2010Q1,-0.006489361702127772,1.90783137254902,10.266666666666667,9.747851372339877,0.04850444624090522,76.41803278688525,1.1115946666666667
2010Q2,0.011814255630510306,1.9071056368888888,10.3,9.91231811880462,0.05821125674633776,78.48920634920634,1.2880593333333332
2010Q3,-0.0017990687173699005,1.9538151162790691,10.2,10.075684074439097,0.025136612021857907,76.8234375,1.2920976666666666
2010Q4,0.007597978584302334,1.8976349479166663,10.2,10.236441113837618,0.0007107320540158391,86.54,1.172345
2011Q1,-0.0063131313131313815,1.95,10.1,10.393158809047979,0.06321022727272707,105.44967741935484,1.4198836666666665
2011Q2,0.016024283495693847,1.9632892623270837,10.066666666666668,10.544383956421827,0.009018036072144353,117.01245901639345,1.3611976666666668
2011Q3,-0.0037865629125267697,2.006745816453846,10.299999999999999,10.688480128055152,0.0033101621979478857,113.23507936507937,2.2726140000000004
2011Q4,0.01021724727133222,2.008629444445098,10.666666666666666,10.823512322737852,0.012867040580666345,109.4208064516129,3.092368
2012Q1,-0.00690369347600972,1.979359397645652,11.0,10.947302739179785,0.03680781758957674,118.71064516129032,2.4427196666666666
2012Q2,0.016197427876259995,1.9872824204434785,11.333333333333334,11.057575547555764,-0.003455859252277649,107.74983333333333,2.305817
2012Q3,-0.0036598713914350878,2.0226082675447365,11.566666666666668,11.152087853828615,0.014186633039091845,109.6284126984127,1.9783776666666666
2012Q4,0.009028802911188238,1.978266284722916,11.9,11.228769112577286,-0.008392912651538742,110.1478125,1.5305410000000002
2013Q1,-0.007757212847033457,1.9846943617021275,12.199999999999998,11.285807890138752,-0.012852664576802564,112.44333333333334,1.444609
2013Q2,0.01357838430942282,1.9704720539795453,12.133333333333333,11.321812272154633,-0.009844395046046395,102.5646875,1.3036566666666667
2013Q3,-0.004059539918809252,1.951517875,12.033333333333333,11.335961714335204,-0.005452212957023583,110.22859375,1.2747140000000001
2013Q4,0.0066915760869565855,1.931046511627907,11.966666666666667,11.32794287305398,-0.007094485649790538,109.22640625,1.1603573333333335
2014Q1,-0.007693086344771949,1.865481534090909,11.966666666666667,11.297878261946344,-0.0003247807729783725,108.14193548387097,1.0421139333333334
2014Q2,0.01332925294977727,1.8483068181818183,11.700000000000001,11.246289597018698,-0.012020792722546858,109.6940625,0.9431518
2014Q3,-0.003926042750243108,1.858863837522449,11.533333333333333,11.17411658703039,0.0042749095692204975,101.89984375,0.9593226333333332
2014Q4,0.005491173696267282,1.801160692102041,11.533333333333333,11.08258250974263,-0.01244269810085119,76.42921875,0.8976571666666667
2015Q1,-0.008208530170536354,1.770239583333333,11.266666666666666,10.973135153383073,-0.010278514588859533,53.97709677419355,0.9059137333333332
2015Q2,0.018140666171204467,1.8367066666666665,11.066666666666668,10.847504025444113,0.03618090452261313,61.65111111111111,0.9986212333333334
2015Q3,-0.0016921596602407218,1.8567875,10.733333333333334,10.70760209061396,-0.03362431296475932,50.444923076923075,1.1493676666666668
2015Q4,0.0028250465301782324,1.862534090909091,10.6,10.555479290231577,-0.01840080294412838,43.55692307692308,1.1646676666666667
2016Q1,-0.009445530772545063,1.8015222222222225,10.366666666666667,10.39320164766263,-0.03306066802999319,33.84274193548387,1.3822222153345745
2016Q2,0.016160331905781478,1.8149625,10.200000000000001,10.222863011716395,0.005992245329573542,45.566875,1.2560524145762126
2016Q3,-0.0011853412795099771,1.798696114154054,9.933333333333332,10.046540646839034,0.013314646110721862,45.8010606060606,1.3056012789408367
2016Q4,0.0025712872919070318,1.825007805905882,9.8,9.866297528094375,0.034232365145228316,49.05222222222222,1.267138957977295
2017Q1,-0.009403873343635905,1.821960997693023,9.533333333333333,9.684125875975305,0.04580407890337668,53.59453125,1.0829347769419353
2017Q2,0.019384605171441027,1.800547741715,9.200000000000001,9.501976475019646,-0.019501278772378394,49.5540625,0.9879035552342733
2017Q3,-0.0004233010973266893,1.8335099801214283,9.0,9.321705864426075,-0.016628627323116985,52.099384615384615,0.8258782823880514
2017Q4,-0.00032575412078961197,1.880536094262791,8.733333333333333,9.144981848096378,0.026193633952254602,61.39650793650794,0.8204509615898132
2018Q1,-0.008179092805005284,1.854834610873333,8.6,8.973271163767075,0.008723747980613705,66.86349206349206,0.8136167128880819
2018Q2,0.018858626014390367,1.8718133084488888,8.3,8.807783268852958,0.014734144778987712,74.53387096774195,1.0035274227460225
2018Q3,0.0002257263551641575,1.8783349174425,8.033333333333333,8.649494326291471,0.03125000000000022,75.07015384615386,0.9234678943951925
2018Q4,-0.0006125475530337487,1.8814473575153845,7.966666666666666,8.499063134477023,0.0045913682277318735,68.76387096774194,1.1914854447046916
2019Q1,-0.00870995838575428,1.8194505579636369,7.833333333333333,8.356763391183428,-0.013101767215112803,63.09730158730159,1.0794740120569866
2019Q2,0.01991604022259086,1.794855904255814,7.633333333333333,8.222536046392115,0.006483482556344677,69.03650793650795,1.0094199180603027
2019Q3,-0.0009572125969177225,1.737512655358974,7.466666666666666,8.09599490629836,-0.004601226993865004,61.945757575757575,1.0372552673021953
2019Q4,0.002171760723068461,1.6705378656000005,7.5,7.976385525401773,0.012634822804314494,63.26784615384615,0.8828663428624471
2020Q1,-0.009815481691577088,1.6561280963333334,7.366666666666667,7.862560128052197,-0.0066950699939136715,50.27484375,1.4056117534637451
2020Q2,0.017379550062759597,1.6687773468315796,7.7,7.7530731976460965,-0.06066176470588225,29.69901639344262,1.4511581261952717
2020Q3,-0.0036696086805226846,1.6476113411809523,8.533333333333333,7.646169284166576,0.006196999347684251,42.91230769230769,1.1174163420995076
2020Q4,-0.0013335450071441102,1.656181934523913,8.266666666666667,7.540059766848203,0.013614262560778023,44.31646153846154,1.0361977418263753
2021Q1,-0.0007630432709121449,1.68910804830417,8.233333333333333,7.433510502456279,0.0466901183242725,61.03873015873016,0.8798321485519409
2021Q2,0.014445257564669856,1.68420752878444,8.066666666666665,7.325741477068494,0.04246868316529162,68.98180327868853,0.8145341078440348
2021Q3,0.0015055045008309786,1.816036346497436,7.5,7.216472566031826,0.0592028135990621,73.50907692307692,0.8466663956642151
2021Q4,0.008925495599887201,1.89861225,7.133333333333333,7.105886722936765,0.07194244604316546,79.6090625,0.8539313475290934
2022Q1,0.0014278619319592067,1.972015139668,6.866666666666667,6.994344106020022,0.07898812596799187,100.87234375,1.0422077178955078
2022Q2,0.024363027710619267,2.05198581077556,6.7,6.882222027649808,0.0717703349282297,113.83524590163934,1.4375890890757244
2022Q3,0.008321229726458323,2.1523135435652176,6.633333333333333,6.769818001794735,0.043749999999999956,100.708125,1.7225925922393799
2022Q4,0.0156648561053927,2.175380822959091,6.5,6.657315653656126,0.0,88.72365079365079,
